,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.7347510852128797,0.195361547414176,0.7343092314001137,0.598184150790113,0.7634334207035142,0.2634337923231616,0.8680663549990865,0.0580924999787341,0.7535023641545986,0.5875129985121497,0.3116082818842752,0.1783555360135744,0.1829221258425868,0.1476309867776287,0.3911878574797934,0.8160493911980281,0.7490680818183477,0.293260381728848,0.93782845947314,0.8808575048234396
1,0.7726065618884856,0.4453906870631333,0.2496415861241576,0.7879222598307901,0.598582600039443,0.8272382506031565,0.6241257222313511,0.6015241437645209,0.688753283794671,0.3388704020836932,0.0815953784187122,0.471474408740446,0.267442803433069,0.4533509343729099,0.8007161479739965,0.0457491284677986,0.6837931288231841,0.3897887717569518,0.0167866535152222,0.5036946763567658
2,0.2264277057394144,0.2687636255734599,0.6942620171804784,0.6223345010570517,0.0638434604675007,0.1226833475966376,0.815624834853178,0.5845421568821125,0.0325940485159581,0.5897748688942727,0.7643495353716243,0.6509725548242318,0.5657052240468928,0.6917843095759869,0.2652232750258678,0.7390312927111312,0.5603938361800003,0.3348015507267528,0.5176938726538736,0.6461102531556266
3,0.3627479843783245,0.495429769549601,0.1138762801599533,0.59414927475757,0.6125223233889892,0.6252035309954888,0.8640498341918672,0.2602788751257036,0.5288733889154993,0.1680431428106529,0.7159290265157912,0.6770142654795221,0.1757350042598014,0.6323697524361324,0.9267149333179154,0.0856753003374878,0.1205249743169933,0.1417456685591575,0.7711443458405843,0.4896604210562888
4,0.0334154494592542,0.3404325433462202,0.4649714815238164,0.363737001280171,0.0258149148718913,0.4341291641280539,0.4151631926115392,0.8922104131249807,0.381700744780508,0.4152638711413228,0.7908008486938785,0.6969299553911462,0.8197511267505602,0.944028613970866,0.8699647196644326,0.0417233130495736,0.8191396818327873,0.6760508374402305,0.109348779932843,0.8729470926088846
0,0.2768269481465526,0.2600539143969304,0.9423969993645016,0.113186573883571,0.7813550645836627,0.475739914458678,0.1520609362251647,0.2503237263647139,0.1470784198046563,0.1629844999635741,0.9770254336405146,0.5096188368158496,0.5932116464259736,0.9118389221659232,0.2576449150252213,0.3864571376889437,0.6969322645998504,0.0691621505127064,0.9522914787919003,0.2865419323073606
1,0.9958848354862676,0.1583811355721517,0.2442736056424828,0.9621633670380298,0.6519000888328286,0.9306647449477456,0.5771902028992173,0.0879136003322867,0.9602606770551084,0.5808403706232278,0.1946158577504367,0.6614592360442781,0.674084568645348,0.0493263777779269,0.7858030110348141,0.3156445328260793,0.4953551501189058,0.2321353259892401,0.5493236356661702,0.5722323357283847
2,0.641916622654909,0.8210553167704127,0.3924371254542419,0.7826166033304552,0.5107620871707726,0.4283203471178192,0.0173242073779812,0.6807202313558247,0.3404120522135013,0.4625126323036661,0.7857758997289559,0.2519487227879988,0.0328468705863599,0.9957004548575084,0.8165630269275471,0.7356923324968598,0.4359982087913735,0.4304113009041665,0.531757239496294,0.4895280127580215
3,0.8065316312867377,0.5692584069582336,0.1481753548877074,0.8099868091360504,0.4596315453712416,0.7357618655811269,0.7306642125209889,0.9345023904998434,0.0803223871376649,0.7635021345768744,0.3985037692966382,0.0276367187234454,0.4096645016860086,0.942845729801833,0.133256355164639,0.1571576690013463,0.9294460292904924,0.4027907207206915,0.685976006703971,0.2465938921094379
4,0.3111848275907164,0.5011654873006324,0.3659792382653487,0.7828069868371588,0.7767950291165509,0.797198798785809,0.7919455450866845,0.8471569562536997,0.7718114664973373,0.2339440007416509,0.5223442842602458,0.0530295629476543,0.2085507411175752,0.8243542373861713,0.5885670965705934,0.6043410437269982,0.2329641291100297,0.2291088854403239,0.0228810455269364,0.479022439820967
0,0.948664301130462,0.2152852117754701,0.9182696050929382,0.599951359800535,0.7551203080129055,0.9716089362466106,0.103190229770461,0.1947540891347059,0.9323875156439116,0.591726654816091,0.6975169398198234,0.607354848230192,0.1776494493337267,0.4359683944262086,0.2024039533518299,0.97977691003667,0.0957130211966361,0.1590400478509707,0.6514571064057565,0.8033930409580708
1,0.1632363628269437,0.803926316464364,0.9166552105313126,0.7752339688339761,0.6448902231702264,0.7013619954419494,0.9102079618289258,0.8712035961024672,0.3217447355137709,0.5860350403896318,0.8870537312874786,0.2400597784057346,0.915341839380257,0.2053102151670132,0.4895039714473951,0.8489259164852261,0.3043421722790037,0.3589773785459474,0.8415392556348382,0.9648886658100324
